version,elapsed_time,maze_size,n_particles,generation_seed,solution_seed,maze_image_path
parallel,11876.4,101,10000,703864869,3404884128,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:11:21_3404884128.txt"
sequential,195599,101,10000,1075240969,3282041745,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:14:36_3282041745.txt"
parallel,10210.1,101,10000,1075240969,3282041745,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:14:46_3282041745.txt"
sequential,99300.1,101,10000,2990809596,2219380523,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:16:26_2219380523.txt"
parallel,8040.14,101,10000,2990809596,2219380523,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:16:34_2219380523.txt"
sequential,56236.2,101,10000,1147424099,3657559747,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:17:30_3657559747.txt"
parallel,6298.74,101,10000,1147424099,3657559747,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:17:36_3657559747.txt"
sequential,378658,101,10000,2561286350,660614192,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:23:55_660614192.txt"
parallel,15454.2,101,10000,2561286350,660614192,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:24:10_660614192.txt"
sequential,118350,101,10000,4160331609,2582456453,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:26:09_2582456453.txt"
parallel,7014.75,101,10000,4160331609,2582456453,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:26:16_2582456453.txt"
sequential,2675.2,101,10000,3395442751,1083146089,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:26:18_1083146089.txt"
parallel,353.17,101,10000,3395442751,1083146089,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:26:19_1083146089.txt"
sequential,25154.3,101,10000,3969951972,417822673,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:26:44_417822673.txt"
parallel,2008.41,101,10000,3969951972,417822673,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:26:46_417822673.txt"
sequential,213468,101,10000,2211968325,655747099,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:30:19_655747099.txt"
parallel,14792.2,101,10000,2211968325,655747099,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:30:34_655747099.txt"
sequential,396.729,101,10000,439106093,710792920,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:30:35_710792920.txt"
parallel,70.571,101,10000,439106093,710792920,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:30:35_710792920.txt"
sequential,217140,101,10000,1860931692,2011169712,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:34:12_2011169712.txt"
parallel,15843.2,101,10000,1860931692,2011169712,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:34:28_2011169712.txt"
sequential,359126,101,10000,251362999,531133459,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:40:27_531133459.txt"
parallel,17355,101,10000,251362999,531133459,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:40:44_531133459.txt"
sequential,47080.8,101,10000,380579698,4266672143,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:41:31_4266672143.txt"
parallel,3219.67,101,10000,380579698,4266672143,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:41:34_4266672143.txt"
sequential,386844,101,10000,380963621,1289234576,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:48:01_1289234576.txt"
parallel,21069.2,101,10000,380963621,1289234576,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:48:22_1289234576.txt"
sequential,231675,101,10000,2869076467,1470845161,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T19:52:14_1470845161.txt"
parallel,19976.5,101,10000,2869076467,1470845161,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T19:52:34_1470845161.txt"
sequential,463970,101,10000,1812230789,466493659,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T20:00:18_466493659.txt"
parallel,22777.9,101,10000,1812230789,466493659,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T20:00:41_466493659.txt"
sequential,141741,101,10000,3997848966,2803756359,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T20:03:02_2803756359.txt"
parallel,8000.95,101,10000,3997848966,2803756359,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T20:03:10_2803756359.txt"
sequential,751396,101,10000,1824625146,1374798213,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T20:19:36_1374798213.txt"
parallel,35445.7,101,10000,1824625146,1374798213,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T20:20:12_1374798213.txt"
sequential,417554,101,10000,2195598898,2872519839,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T20:27:09_2872519839.txt"
parallel,37901.8,101,10000,2195598898,2872519839,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T20:27:47_2872519839.txt"
sequential,165520,101,10000,3635754233,2949104292,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T20:30:33_2949104292.txt"
parallel,7036.24,101,10000,3635754233,2949104292,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T20:30:40_2949104292.txt"
sequential,64027.3,101,10000,2902720650,4111402618,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T20:31:44_4111402618.txt"
parallel,4828.44,101,10000,2902720650,4111402618,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T20:31:48_4111402618.txt"
sequential,390287,101,10000,2772564207,1304699276,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T20:38:19_1304699276.txt"
parallel,20890.9,101,10000,2772564207,1304699276,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T20:38:40_1304699276.txt"
sequential,80543.9,101,10000,2419222677,3945001985,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T20:40:00_3945001985.txt"
parallel,5533.87,101,10000,2419222677,3945001985,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T20:40:06_3945001985.txt"
sequential,275225,101,10000,2007644351,3480651804,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T20:44:41_3480651804.txt"
parallel,27138.4,101,10000,2007644351,3480651804,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T20:45:08_3480651804.txt"
sequential,140833,101,10000,1198550337,314071193,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T20:47:29_314071193.txt"
parallel,11162.8,101,10000,1198550337,314071193,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T20:47:40_314071193.txt"
sequential,124415,101,10000,1154125017,3167531256,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T20:49:44_3167531256.txt"
parallel,9021.84,101,10000,1154125017,3167531256,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T20:49:53_3167531256.txt"
sequential,10725.4,101,10000,3830872007,3219954834,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T20:50:04_3219954834.txt"
parallel,1778.4,101,10000,3830872007,3219954834,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T20:50:06_3219954834.txt"
sequential,701111,101,10000,309513647,4205223807,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:01:47_4205223807.txt"
parallel,36132.7,101,10000,309513647,4205223807,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:02:23_4205223807.txt"
sequential,186860,101,10000,738402145,4102516,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:05:30_4102516.txt"
parallel,9520.26,101,10000,738402145,4102516,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:05:40_4102516.txt"
sequential,166677,101,10000,2028424284,2205235188,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:08:26_2205235188.txt"
parallel,6914.89,101,10000,2028424284,2205235188,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:08:33_2205235188.txt"
sequential,333530,101,10000,338058885,812493301,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:14:07_812493301.txt"
parallel,14936.7,101,10000,338058885,812493301,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:14:22_812493301.txt"
sequential,292898,101,10000,2101928733,3054164446,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:19:15_3054164446.txt"
parallel,18456,101,10000,2101928733,3054164446,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:19:33_3054164446.txt"
sequential,24369.1,101,10000,3328578757,3743428696,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:19:57_3743428696.txt"
parallel,2424.51,101,10000,3328578757,3743428696,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:20:00_3743428696.txt"
sequential,392738,101,10000,3476299991,967038520,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:26:33_967038520.txt"
parallel,20328,101,10000,3476299991,967038520,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:26:53_967038520.txt"
sequential,20104.7,51,100000,2779869178,1270852693,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:46:48_1270852693.txt"
parallel,2561.42,51,100000,2779869178,1270852693,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:46:51_1270852693.txt"
sequential,4723.08,51,100000,1396709613,1015112766,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:46:56_1015112766.txt"
parallel,575.452,51,100000,1396709613,1015112766,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:46:56_1015112766.txt"
sequential,121859,51,100000,1595524287,2237237938,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:48:58_2237237938.txt"
parallel,12154.2,51,100000,1595524287,2237237938,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:49:10_2237237938.txt"
sequential,197037,51,100000,1171817755,509097335,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:52:27_509097335.txt"
parallel,14834.6,51,100000,1171817755,509097335,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:52:42_509097335.txt"
sequential,67029.8,51,100000,2032003202,308331383,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:53:49_308331383.txt"
parallel,6366.31,51,100000,2032003202,308331383,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:53:55_308331383.txt"
sequential,7488.38,51,100000,516802182,2831508437,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:54:03_2831508437.txt"
parallel,791.301,51,100000,516802182,2831508437,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:54:04_2831508437.txt"
sequential,23750.2,51,100000,1351791842,1955359594,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:54:27_1955359594.txt"
parallel,2711.95,51,100000,1351791842,1955359594,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:54:30_1955359594.txt"
sequential,179928,51,100000,3272026099,1102114599,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:57:30_1102114599.txt"
parallel,17012.6,51,100000,3272026099,1102114599,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:57:47_1102114599.txt"
sequential,25023.4,51,100000,788471748,3999923877,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T21:58:12_3999923877.txt"
parallel,2486.26,51,100000,788471748,3999923877,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T21:58:15_3999923877.txt"
sequential,119605,51,100000,1812994516,3823581303,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:00:14_3823581303.txt"
parallel,6818.69,51,100000,1812994516,3823581303,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:00:21_3823581303.txt"
sequential,99095,51,100000,2991176629,1094448534,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:02:00_1094448534.txt"
parallel,10271.5,51,100000,2991176629,1094448534,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:02:10_1094448534.txt"
sequential,143647,51,100000,905011468,4098808962,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:04:34_4098808962.txt"
parallel,9840.66,51,100000,905011468,4098808962,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:04:44_4098808962.txt"
sequential,17672.5,51,100000,3841734071,828366792,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:05:02_828366792.txt"
parallel,1556.52,51,100000,3841734071,828366792,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:05:03_828366792.txt"
sequential,1121.2,51,100000,3228617486,3916238992,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:05:04_3916238992.txt"
parallel,173.275,51,100000,3228617486,3916238992,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:05:04_3916238992.txt"
sequential,39600.7,51,100000,984096705,2238132754,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:05:44_2238132754.txt"
parallel,4780.78,51,100000,984096705,2238132754,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:05:49_2238132754.txt"
sequential,122596,51,100000,1290528346,122388635,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:07:51_122388635.txt"
parallel,7088.28,51,100000,1290528346,122388635,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:07:58_122388635.txt"
sequential,88732,51,100000,138053687,4040296002,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:09:27_4040296002.txt"
parallel,5570.75,51,100000,138053687,4040296002,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:09:33_4040296002.txt"
sequential,65757,51,100000,3695490494,473560911,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:10:39_473560911.txt"
parallel,4317.65,51,100000,3695490494,473560911,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:10:43_473560911.txt"
sequential,16786.5,51,100000,1558659630,972124897,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:11:00_972124897.txt"
parallel,1659.72,51,100000,1558659630,972124897,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:11:01_972124897.txt"
sequential,179939,51,100000,3091180586,3081959205,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:14:01_3081959205.txt"
parallel,14568.9,51,100000,3091180586,3081959205,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:14:16_3081959205.txt"
sequential,152164,51,100000,3539242057,1299026090,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:16:48_1299026090.txt"
parallel,7633.02,51,100000,3539242057,1299026090,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:16:56_1299026090.txt"
sequential,96684.4,51,100000,2012181124,1113677537,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:18:32_1113677537.txt"
parallel,6850.87,51,100000,2012181124,1113677537,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:18:39_1113677537.txt"
sequential,133424,51,100000,1202379185,2125796054,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:20:53_2125796054.txt"
parallel,8372.99,51,100000,1202379185,2125796054,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:21:01_2125796054.txt"
sequential,150754,51,100000,2959067148,3470103332,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:23:32_3470103332.txt"
parallel,11595.9,51,100000,2959067148,3470103332,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:23:43_3470103332.txt"
sequential,112403,51,100000,4261604860,3560787252,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:25:36_3560787252.txt"
parallel,11968.9,51,100000,4261604860,3560787252,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:25:48_3560787252.txt"
sequential,51699.2,51,100000,685987202,766106884,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:26:39_766106884.txt"
parallel,4602.92,51,100000,685987202,766106884,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:26:44_766106884.txt"
sequential,180815,51,100000,1601509121,919098843,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:29:45_919098843.txt"
parallel,16002.9,51,100000,1601509121,919098843,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:30:01_919098843.txt"
sequential,39375,51,100000,3593629755,3990290184,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:30:40_3990290184.txt"
parallel,4355.13,51,100000,3593629755,3990290184,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:30:45_3990290184.txt"
sequential,63809.4,51,100000,1366650092,238084362,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:31:48_238084362.txt"
parallel,5754.11,51,100000,1366650092,238084362,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:31:54_238084362.txt"
sequential,92682.1,51,100000,2646763310,2533617637,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:33:27_2533617637.txt"
parallel,8920.4,51,100000,2646763310,2533617637,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:33:36_2533617637.txt"
sequential,7109.3,51,100000,1469373322,889933353,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:33:43_889933353.txt"
parallel,929.932,51,100000,1469373322,889933353,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:33:44_889933353.txt"
sequential,3136.88,51,100000,4038930201,2600482789,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:33:47_2600482789.txt"
parallel,339.273,51,100000,4038930201,2600482789,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:33:47_2600482789.txt"
sequential,8933.72,51,100000,2012947400,2414849384,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:33:56_2414849384.txt"
parallel,870.638,51,100000,2012947400,2414849384,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/parallel_23-05-19T22:33:57_2414849384.txt"
sequential,187034,51,100000,1330770766,1132135906,"/home/scrayil/Desktop/dev/University/projects/PPFML/RandomMazeSolver/results/mazes/sequential_23-05-19T22:37:04_1132135906.txt"
